4247cbb9 AIGenericCommon
4bd3b49b RandomFloatMaterialDriver
23fea82b RangeBetweenTargetsConstraintInfo
ca3e9bfc RatioConversion
312f4782 RecSpellRankUpInfo
cb4013bd RecSpellRankUpInfoInstance
5933da7e RecSpellRankUpInfoList
285023cf RecSpellRecommendations
29727fa5 RecallDecalData
48645472 RecallDecalDataInstance
02a6daa3 RecallSkinUpgrade
f8ca5e60 RecallSkinUpgradeInstance
09a817e2 ReciprocityConfig
6ba2dab2 ReciprocityConfigData
797063e4 ReciprocityController
bd0d6b78 RecommendedJunglePathIcons
4e4bbc2b ReconnectDialogViewController
25167c2f RefundAbilityPointsCheat
cc72cb1e RefundDialogViewController
cec9c9dc RegaliaBorder
8842b9ae RegaliaData
6a18df00 RegaliaLookup
c7b0a712 RegaliaPrestigeCrestList
2d60d1db RegaliaRankedBannerMap
e42c72d0 RegaliaRankedCrestEntry
8ff2c5c2 RegaliaRankedCrestMap
2ba8fc33 RegaliaRatedBadgeMap
b574b3af RegionBoundary
2da963dd RegionBoundaryConfig
a4290ed0 RegionDataBase
6ed61477 RegionElementData
22df6f20 RegionSettings
9ddb195b RegionSettingsInstance
94315a01 RegionsThatAllowContent
454321de RegionsThatAllowContentInstance
fcc7e08c Relic
495b04fb RelicDropConfig
f17a61fb RelicDropScenario
544202f4 RelicList
fe20aa7c RelicLoadoutData
25539aaa RelicSubList
42c29efb ReloadScriptsCheat
02e32738 ReloadWWiseCheat
a9f7c49f RemapFloatMaterialDriver
61f9065c RemapFloatMaterialDriverInstance
fb3de76b RemapVec4MaterialDriver
a90263ef RemoveFromCustomTableBlock
6572956c RemoveFromCustomTableBlockInstance
fbfd48ce RenderStyleData
19315b59 RenderStyleDataInstance
97599ad3 ReplayCameraControlsData
2bf1aafe ReplayCameraControlsViewController
6a7b0838 ReplayControlsButton
fb654061 ReplayControlsViewController
23f9fb40 ReplayGameStateViewController
bc90b786 ReplayTeamFightViewController
dfa1764c ReplayTeamFramesViewController
9bd65ac8 ReplayVisibilityMenuViewController
784718b8 ReportGoldCheat
729fcd9b RerollButtonData
a9390969 RerollTraitData
63a7b8ed ResetFirstBloodCheat
da0bc105 ResetGoldCheat
59f539d2 ResetGoldCheatInstance
0798277f ResimulateTrailVfxOnEnterVisibility
32ea23b7 ResourceMeterBaseData
dc0b7125 ResourceMeterGroupData
8a9312a7 ResourceMeterIconData
a5ed08ef ResourceMeterSkinData
ef3a0f33 ResourceResolver
0c5bb730 ResourceResolverInstance
c9fe2fdf RespawnPointData
4cb037a7 RespawnPointDataList
a3d2b899 RetiredStatStoneData
836354ec ReturnChildrenOnMovementCompleteSpec
d45fa322 ReturnToCaster
20893a59 ReturnToCasterOnMovementComplete
85eb97a6 ReturnToCasterOnMovementCompleteInstance
1518ba9a ReturnToCasterOnMovementCompleteSpec
2a4b4fcd RewardGroup
f5822b4e RichBackgroundGameModeBackground
e20be0be RichBackgroundViewController
55063179 RigResource
4d75b5c6 RigResourceInstance
c6e7278b RoleOpponentConstraintInfo
fc5670fe RoleOpponentEquivalentChallengeConstraintInfo
5660a59c RoleSelfConstraintInfo
633a5e0d RootCrowdControlFilter
8b0cfc93 RootScene
3641a323 RootScriptSequence
ac6a9b51 RotateMapLightUpdater
4a99e777 RotatingBanner
9149cbb1 RotatingBannerEntry
3ee0746d RotatingBannerSet
b447fece RotatingWaveBehavior
ce27639e RsCase
8557bc54 RsComparisonCondition
66c6c9d8 RsOrCondition
86daf066 RsTable
7385a47b RunFunctionBlock
e8809281 RunLevelFunctionBlock
c2cb3920 RunSpeedRatioFloatDriver
6c1b4bfe SHData
ecd6cec9 SHDataInstance
60b637a4 SameTeamCastRequirement
3fc7a67f SameTeamCastRequirementInstance
8314a414 SbObjectiveBounties
16e4b7f6 ScaleByScaleSkinCoef
2063cb13 Scene
8f1e6a22 SceneAlphaTransitionData
d1951f45 SceneBaseTransitionData
aae83c5b SceneData
be3f9448 SceneDataInstance
6ce97639 SceneScreenEdgeTransitionData
b70134c3 ScissorRegionElementData
da27cf24 ScoreLineBaseUiData
e9d0d808 ScoreLineCherryUiData
aad8e7d2 ScoreLinePortraitUiData
f2906c54 ScoreLineSpellSlots
93ad1c61 ScoreLineSrSpectatorUiData
f68acc64 ScoreLineSrUiData
af15d530 ScoreboardGameModeConfig
41c73a85 ScoreboardTeamScoresDefinitions
9de83409 ScoreboardUiData
320b890e ScoreboardViewController
6af371c7 ScriptBtContext
6b534eae ScriptBtFailure
d3cbd2bf ScriptBtInverter
150499cd ScriptBtOverrideResolveState
2f52c09a ScriptBtRandomSelector
cb8f9c83 ScriptBtRandomWeightedSelector
7eafed49 ScriptBtRootSequence
ddc6a781 ScriptBtSelector
9ef32dd9 ScriptBtSequence
dbf27281 ScriptCheat
f5beca5e ScriptCheatInstance
2aeacee8 ScriptCommentBlock
31240b93 ScriptCommentBlockInstance
43b16915 ScriptContext
60e00531 ScriptDataObject
bd0c529d ScriptDataObjectList
13e3455e ScriptFunction
be608a4c ScriptGlobalProperties
44d32cf7 ScriptGlobalPropertiesInstance
2f787f62 ScriptPreloadCharacter
0d4b319d ScriptPreloadCharacterInstance
4ed185cf ScriptPreloadModule
08ba024c ScriptPreloadModuleInstance
cda73dbd ScriptPreloadParticle
4c00fbfa ScriptPreloadParticleInstance
a17b7dff ScriptPreloadSpell
0c1ee8bc ScriptPreloadSpellInstance
a687a6a3 ScriptSequence
d078aa60 ScriptSequenceInstance
24f32dbe ScriptTable
22383aea ScriptTableGet
eaf638d5 ScriptTableGetInstance
a88e3789 ScriptTableInstance
f6b622c6 ScriptTableSet
07e9d661 ScriptTableSetInstance
44bf19e3 ScriptTargetingRangeValue
b70577d6 SeasonalSinglePurchaseDialog
a270293a SecondaryResourceDisplayFractional
ea1001a5 SecondaryResourceDisplayFractionalInstance
823ea3e3 SelectJungleSpellBlock
a96a5ee7 SelectRetreatSpellBlock
44431594 SelectSmiteSpellBlock
f9ded696 SelectSpellBlock
49f4b8ca SelectorClipData
beb722b5 SelectorClipDataInstance
5a3fe98a SelectorClipPairData
fa132c11 SelectorMovement
d161071f SelectorMovementEntry
6d8884b8 SelectorPairData
7c2ed8e3 SelectorPairDataInstance
645ba277 Self
ea5c9896 SelfAoe
3c43ef68 Sequence
25c9d3e0 SequenceCategory
1cda799a SequenceLocationAttachment
df86c19c SequenceLocationObject
7a5e5ed6 SequenceObjectSelector
fcef6f9f SequencePhase
d62de16f SequencePhaseOverride
5d79d7ac SequenceTable
33756e00 SequenceTableEntry
aaa03772 SequenceTiming
6b258540 SequenceType
8d30a7c0 SequencerClipData
97287bfb SequencerClipDataInstance
6d1ee7ae SetBit
f9caf4e5 SetInvulnerableBlock
86e7be2a SetKeyValueInCustomTableBlock
0f670515 SetKeyValueInCustomTableBlockInstance
35b54ed0 SetModePreloadFlags
3e9d7b55 SetRespawnTimerCheat
80f1cd62 SetRespawnTimerCheatInstance
fd6c74ef SetTableValueBlock
6a61d4af SetTargetableBlock
5261adb9 SetVarInPtp
bc67870e SetVarInTableBlock
00f59899 SetVarInTableBlockInstance
0a4531fd SettingsViewController
14a2befa ShaderLogicalParameter
05e3ea65 ShaderLogicalParameterInstance
81778d13 ShaderMacroDef
3be4b1c0 ShaderParamDef
816753d8 ShaderPhysicalParameter
cd4c0c03 ShaderPhysicalParameterInstance
ab0e654f ShaderSamplerDef
60a292e6 ShaderStaticSwitch
55a16681 ShaderStaticSwitchInstance
31d1e223 ShaderTexture
5c9ed5e0 ShaderTextureInstance
5ee5d2fc ShadowOverrideSettings
99443cf6 ShieldParams
a847e0a9 Shop
57c67d10 ShopCommon
947b858f ShowObjectsCheat
f4dc8ec5 ShowServerMissilesCheat
e9fb4d18 SiblingStatCoefficientBySubPart
0f535ab5 SimpleItemSlots
312aaf93 SineMaterialDriver
1bac3390 SineMaterialDriverInstance
32d151c6 SinglePurchaseDialog
f009b64a SinusoidalHeightSolver
7efe5035 SinusoidalHeightSolverInstance
426d89a3 SkinAnimationProperties
3b57ed60 SkinAnimationPropertiesInstance
8f7b194f SkinAudioProperties
afd285cc SkinAudioPropertiesInstance
771215f7 SkinAugmentCategories
9b3d3626 SkinBorder
de28699e SkinBorderOrder
9b67e9f6 SkinCharacterDataProperties
201d5d11 SkinCharacterDataPropertiesInstance
33068165 SkinCharacterDataProperties_CharacterIdleEffect
736b0532 SkinCharacterDataProperties_CharacterIdleEffectInstance
f7fd1497 SkinCharacterMetaDataProperties
fca49aa4 SkinCharacterMetaDataPropertiesInstance
530b4b47 SkinCharacterMetaDataProperties_SpawningSkinOffset
4dcf7414 SkinCharacterMetaDataProperties_SpawningSkinOffsetInstance
7ba9ed2e SkinEmblem
d2e361b9 SkinEmblemInstance
b42444fa SkinFilterData
e88a7ff2 SkinLineData
6111d8a4 SkinMeshDataProperties
4d56677f SkinMeshDataPropertiesInstance
8b7a4394 SkinMeshDataProperties_MaterialOverride
5a716baf SkinMeshDataProperties_MaterialOverrideInstance
3bdcdfe9 SkinScaleParametricUpdater
f3336b38 SkinSummonerEmoteLoadout
f9400f63 SkinSummonerEmoteLoadoutInstance
f71d1d27 SkinUiProperties
68f2b69c SkinUpgradeData
a87e06c7 SkinUpgradeDataInstance
ce3b9427 SkinnedMeshDataMaterialController
4fc40112 SkinnedMeshHelper
e8349096 SkinnedPbrShadingModel
8dc36f69 SkinnedStandardShadingModel
89d77be2 SkinnedUnlitShadingModel
967673a3 SkipTerrain
d12fb726 SlopeAngleParametricUpdater
324176a4 SlowCrowdControlFilter
559f837a SmartPingData
39bbca88 SocialActionsDialogViewController
b0a5a7d1 SocialChatViewController
cce3468e SocialPanelFriendsListItemData
f9d969a5 SocialPanelViewController
7d090b3a SocialStatusIcons
261afc7b SortCustomTableBlock
9c566034 SoundEventData
22fdb34f SoundEventDataInstance
cfc0a523 SourceHasBuffFilter
5e099576 SourceLessThanHealthPercentageFilter
55ff46a2 SourceTypeFilter
f18e9c70 SpawnAiTurret
c7d4634c SpawnBotCheat
ca0563ed SpawnBotClientCheat
5c9e06d9 SpawnMinionCheat
a088b090 SpawnMinionClientCheat
0f1a0871 SpawnOnCreate
5a999f4b SpawnSkinUpgrade
d7b148b8 SpawnSkinUpgradeInstance
151419b2 SpawnTurret
5fd4b293 SpawningUIDefinition
59b39690 SpawningUIDefinitionInstance
fbd72d16 SpecialOfferController
466b06ef SpecificColorMaterialDriver
b5adf3b2 SpellCalculation
eabdd4ca SpellCalculationConditional
4b1a502d SpellCalculationInstance
1c0f2a79 SpellCalculationModified
1fa3e21c SpellChoiceTemplate
43368569 SpellDataResource
7dd1a902 SpellDataResourceClient
5fdd253d SpellDataResourceClientInstance
90579736 SpellDataResourceInstance
005008a6 SpellDataValue
a41b7041 SpellDataValueInstance
6b2f7a8d SpellDataValueVector
92d4987c SpellEffectAmount
28481ca7 SpellEffectAmountInstance
21bc7b54 SpellEvolutionUiData
9b601778 SpellLevelUpInfo
307a28a3 SpellLevelUpInfoInstance
6faebdfe SpellLevelUpUiData
d486d6e9 SpellLockDeltaTimeData
7640880c SpellModifier
5e7e5a06 SpellObject
600119a1 SpellObjectInstance
d45ebe4a SpellPassiveData
61a8deda SpellPickChoiceViewController
946612f1 SpellPipsUiData
dd91fd22 SpellRankIntDriver
1b1243af SpellRankPipsUiData
86f7132e SpellRankTextUiData
bc49afde SpellRankUpRequirements
7d690fa9 SpellRankUpRequirementsInstance
700d0136 SpellSlotBasicUiDefinition
7d180d65 SpellSlotBuffTimerData
222410ce SpellSlotDetailedUiDefinition
2e7c5eda SpellSlotEqualOrGreaterThanLevelRequirement
f53e93a1 SpellSlotPassiveUiDefinition
d63809d8 SpellSlotSimpleUiDefinition
a3bd0d60 SplineInfo
0064dcde SponsoredBanner
e5bbe067 SpringPhysicsEventData
cc9e24e1 SpringPhysicsRigPoseModifierData
5815b0a9 StatByCoefficientCalculationPart
9b423a76 StatByCoefficientCalculationPartInstance
5f5c70a4 StatByNamedDataValueCalculationPart
5b5bff7f StatByNamedDataValueCalculationPartInstance
cd156c7f StatBySubPartCalculationPart
05abdfab StatEfficiencyPerHundred
77595aa9 StatFilterButtonDefinitions
53a23c14 StatFilterDefinition
b7fafb8f StatFormulaData
4a864ad7 StatFormulaDataList
ad275d5f StatLargestAbilityDamageConstraintInfo
afc667eb StatLargestAttackDamageConstraintInfo
85b9b550 StatPageEntry
bc2357b4 StatStoneCategory
f5567460 StatStoneCollection
ed237fc4 StatStoneData
2be1af9f StatStoneDataInstance
f72d6994 StatStoneEventToTrack
32be2466 StatStoneMasteryEffectLookup
ead1b379 StatStoneMasteryEffects
d40fb1c3 StatStoneMilestoneCalloutViewController
81c9b0e7 StatStoneMilestoneVfxDefinition
96766ff4 StatStoneSet
127798fd StatUIData
c145a43a StatUIDataInstance
8e14e9d9 StateAnimClipData
e04f7948 StateAnimTransitionData
c4a00944 StateLogicEventData
e091eead StateTransitionData
735b4c95 StaticMaterialChildTechniqueDef
d602cea2 StaticMaterialChildTechniqueDefInstance
ff9d3409 StaticMaterialDef
ee060ed6 StaticMaterialDefInstance
8537d0c2 StaticMaterialPassDef
55a2c9fd StaticMaterialPassDefInstance
de480eef StaticMaterialShaderParamDef
e8e2a06c StaticMaterialShaderParamDefInstance
0904b150 StaticMaterialShaderSamplerDef
321d470b StaticMaterialShaderSamplerDefInstance
272ca74d StaticMaterialSharedTextureDef
0e2212a1 StaticMaterialSwitchDef
0c86247e StaticMaterialSwitchDefInstance
060a4413 StaticMaterialTechniqueDef
4919d810 StaticMaterialTechniqueDefInstance
02d1d21e StatusIcon
97fc7312 StealthBreakFlags
8558dd6d StealthCharacterFade
d75442ea StealthCharacterFadeInstance
a5666564 StealthData
23f06f1c StealthFadeColorEffect
cecd5450 StealthVfx
e8774a0b StealthVfxInstance
f4d0f73f StopAnimationEventData
f29721ff StoreCategoryButtonDefinition
14aef50c StoreCategoryInventoryFilter
9f59e92d StoreCategoryPageData
0833fc03 StoreDialogViewController
a658f586 StoreElementData
71195869 StoreInstanceData
4d31ed46 StoreListingData
44544233 StoreViewController
7a2ff279 StoreViewMythic
63a8aef9 StoreViewPurchases
477e22a5 StrawberryAugmentDisplayTagData
fdde9956 StrawberryAugmentSelectionViewController
060a46c3 StrawberryAugmentSlotData
b6079b1a StrawberryHeroStatsViewController
3f13cd9b StrawberryLoadoutItem
8c27cd22 StrawberryMap
90893201 StrawberryMapContainer
b56e3cf2 StrawberryMapData
9e2e49e8 StrawberryRoundsViewController
0e603295 StringArrayTableSet
101afdc9 StringDefaultTableGet
dbc5c2a4 StringGet
8c5d917f StringGetInstance
b6ec1214 StringHashGet
f04c3008 StringTableGet
109c12b3 StringTableGetInstance
d56801d4 StringTableSet
0c5ac0ef StringTableSetInstance
50b6f5cb StringValueGet
c5f84705 StructureFloatingInfoBarData
995bf516 SubPartScaledProportionalToStat
f26c205e SubmeshVisibilityBoolDriver
bcf56e70 SubmeshVisibilityEventData
fadc282b SubmeshVisibilityEventDataInstance
fc452e48 Submeshes
36a57817 SubteamSurrenderViewController
84a63373 SumOfSubPartsCalculationPart
8653e2d0 SummonerBadge
9168ddb8 SummonerBadgeData
a2b6fb58 SummonerBadgeList
f861f822 SummonerBadgeManagerSettings
743d2a1b SummonerEmote
1e44db08 SummonerEmoteInstance
26889e9f SummonerEmoteManagerSettings
1e4b24c6 SummonerEmoteSettings
2fdd1861 SummonerEmoteSettingsInstance
a5efff10 SummonerIconData
eb7900ef SummonerNameCreateViewController
32c5fd80 SummonerNameUiData
f3476533 SummonerSpellPerkReplacement
1afdcd30 SummonerSpellPerkReplacementInstance
b3ac19bb SummonerSpellPerkReplacementList
ac6850a8 SummonerSpellPerkReplacementListInstance
28903b1f SummonerSpellUpgradeDescription
a033f9cd SurrenderData
2c26c305 SurrenderTypeData
6e817df8 SurrenderViewController
707977c0 SwapChampionCheat
b8bb4bfb SwapChampionCheatInstance
37d7a217 SwapCompanionCheat
1eebe507 Swaps
43fe05c6 SwitchBlock
ce3d6255 SwitchCase
e2479462 SwitchCaseInstance
bc54258c SwitchIntClipData
b4f87bb2 SwitchIntPairData
ab8dec42 SwitchMaterialDriver
45f0cf7a SwitchMaterialDriverElement
19938ae5 SwitchMaterialDriverElementInstance
2670d57d SwitchMaterialDriverInstance
e435625b SwitchScriptBlock
284b7a48 SwitchScriptBlockInstance
1c8f9f13 SyncCircleMovement
280f9310 SyncCircleMovementInstance
47a2e284 SyncCircleMovementSpec
666aa92d SyncGroupData
cdf6b9aa SyncGroupDataInstance
7fa97211 SyncedAnimationEventData
1d9809ae SyncedAnimationEventDataInstance
40ad689f SyncedAnimationRigPoseModifierData
5b3f2a5c SyncedAnimationRigPoseModifierDataInstance
19bee933 SystemAudioDataProperties
d1c5edb6 TFTAnnouncementData
9e2b8a86 TFTArmoryViewController
de224c6d TFTAttachmentSlotStyleData
a525e9d5 TFTAugmentInfoViewController
d6d0730b TFTBattlepassViewController
7d056314 TFTBotLoadoutConfiguration
304496f1 TFTCharacterRecord
feed65c7 TFTCharacterRoleCardViewController
15f07f54 TFTCharacterRoleData
2558886d TFTCombatRecapViewController
ef039d8b TFTCompanionBucket
6a569767 TFTCompanionEvolutionViewController
ab3db96c TFTCustomAnnouncementViewController
8701b32d TFTDamageSkin
54530df7 TFTDragData
6cae7c7b TFTEliminationViewController
c12f716a TFTEmotePanelViewController
6970c508 TFTEventHubLargeViewController
aa229297 TFTEventHubViewController
03314f38 TFTGameVariationData
a7ae8586 TFTHintMessageViewController
1233dbf1 TFTHudAnnouncementData
5dc27e61 TFTHudCombatRecapData
dade98fa TFTHudMobileDownscaleData
7b48d8be TFTHudNotificationsData
6e49fef8 TFTHudScoreboardData
6d9d7fec TFTHudStageData
4fe9045e TFTHudTunables
37149d68 TFTHudUnitShopData
43c3d118 TFTItemCodexViewController
977716a6 TFTItemList
85bb4e73 TFTItemMaterialController
2257630d TFTItemPanelViewController
24d8cf5a TFTLobbyViewController
6c831cc9 TFTMapCharacterLists
9fb61c0c TFTMatchupBannerViewController
01d7548e TFTModeData
7d28a28a TFTNotificationData
474e7388 TFTOutOfGameCharData
9bdea32a TFTPayoutViewController
25cb010c TFTPhaseData
7a18122a TFTPlayerChoiceViewController
c87f4ce3 TFTReturnToBoardViewController
f4a6bb27 TFTRoundData
438850ff TFTSetData
e1a5f350 TFTSoulFighterTournamentBracketsViewController
f737def9 TFTStageData
7d14423b TFTStatData
26868b0f TFTStreak
956ad097 TFTStreakData
64da2c7f TFTTraitAssignmentVariation
e007e6f5 TFTTraitContributionData
215d037d TFTTraitInfoCard
6ab22868 TFTTraitInfoCardViewController
c130c1e5 TFTTraitSetData
c2662ac4 TFTTraitTrackerViewController
de2af923 TFTTrovesCelebrationViewController
7504f4c1 TFTUnitUpgradeData
5e6f0af9 TableGet
8799ac14 TableValue
000760c1 TableValueExistsCondition
70a5b708 TableValueExistsScriptCondition
fc3f79b3 TableValueExistsScriptConditionInstance
e08272cf TakeCamp
32608848 Target
eea7c9b8 TargetCatFrameVisibilityKey
8eba574f TargetFrameMeterSkinData
795bfcc0 TargetFrameViewController
b1242433 TargetHasBuffFilter
be862468 TargetHasUnitTagFilter
48284759 TargetIsWithinNDistanceOfCaster
1d36d6a8 TargetLaserComponentEffects
62e96853 TargetLaserComponentEffectsInstance
1fa28876 TargetOrLocation
da591083 TargetTeamFilter
ee13a4b2 TargetTypeFilter
4c35e652 TargeterDefinition
0de90522 TargeterDefinitionAOEInstance
e23b3315 TargeterDefinitionAoe
29dfd7ad TargeterDefinitionAoeScalar
bc6ed2a6 TargeterDefinitionArc
db097a41 TargeterDefinitionArcInstance
87f69f01 TargeterDefinitionCone
0b4c06de TargeterDefinitionConeInstance
be9aaecd TargeterDefinitionInstance
3402fe40 TargeterDefinitionLine
6cdf227b TargeterDefinitionLineInstance
188c3d09 TargeterDefinitionMinimap
422d37d6 TargeterDefinitionMinimapInstance
072c0cfa TargeterDefinitionMultiAOE
cb88f865 TargeterDefinitionMultiAOEInstance
047acadf TargeterDefinitionRange
938a6c9c TargeterDefinitionRangeInstance
ee1daa22 TargeterDefinitionSkipTerrain
c0b1025d TargeterDefinitionSkipTerrainInstance
27e955c3 TargeterDefinitionSpline
2fb66080 TargeterDefinitionSplineInstance
628b8dca TargeterDefinitionWall
983397b5 TargeterDefinitionWallInstance
7a9e7d89 TargetingForgivenessDefinitions
13314f94 TargetingParameters
db6be360 TargetingPriorityList
cb20c47a TargetingRangeValue
7fcf3f30 TargetingTypeData
7c972275 TeamBuffData
86dca50c TeamFightUiTunables
6fb1f68f TeamFightViewController
2b768993 TeamFramesViewController
f934934d TeamScoreMeterUITunables
6638d338 TeamScoreUiData
73dca0f0 TechniqueDef
ac9d3cf9 TempTable
8386aed8 TempTable1
6805f55c TempTable1Table
8686b391 TempTable2
110b09ab TempTable2Table
8586b1fe TempTable3
63137212 TempTable3Table
f5676233 TerminatePath
7d6afbc5 TerrainLocation
350f16ae TerrainType
28930c51 TestMap
9c5792f6 TextElementData
37b92611 TextElementDataInstance
6bb5ba68 TextGimmeDataInstance
a23088af TextInfoNubData
eef72ed0 TextureAndColorData
e071f48b TextureAndColorDataInstance
17c543dc TextureOverride
7f8e3828 TextureResource
d41c3507 TftAnimClipModifier
f39baebf TftAnimClipOverrideModifier
ebd862b2 TftAnnouncementsViewController
5caa6326 TftArenaOwnerLevelParametricUpdater
fd95da2c TftArenaOwnerStreakParametricUpdater
21e53395 TftArmoryActionButtonData
1c54bed0 TftArmoryBadgeDisplayData
88246c04 TftArmoryButtonStyleData
fda9d1c8 TftArmoryItemTraitData
2610e5a7 TftArmorySlotData
b87c5b8c TftArmoryStyleData
74728912 TftAugmentDisplayData
169dbd93 TftBanner
869baa57 TftBannerCurrencyReward
1f9076a2 TftBannerIconData
2563f75a TftBannerLoadoutReward
1fe3bf63 TftBannerNode
d4f5c384 TftBannerReward
1c759b75 TftBannerTable
afb64ec3 TftBannerTableEntry
e132f2d0 TftBaseTraitSetData
5a0304d8 TftBattlepassSelectedRewardBannerUiData
949c4b8a TftBattlepassSelectedRewardUiData
1163f2ec TftBehaviorScript
06b646a4 TftBlendedLinearHeightSolver
40a87ffc TftBoardPosition
f8ec595b TftBotSkillData
cb928b94 TftChangeDamageSkinCheat
66b4f2c4 TftCharacter
c19ac06c TftCharacterList
49d81ef1 TftCharacterPositioningData
8d22df1b TftCharacterRoleCardHeader
e0eb3283 TftCharacterRoleCardHeaderData
2efdcf99 TftCharacterRoleCardItem
387e9e3f TftCharacterRoleCardItemRowData
736a7c64 TftCombatRecapLineTemplate
06526fc8 TftCombatRecapPanelTemplate
11d01459 TftCondensedItemCombineTooltipData
18ee4f3b TftConditionalTraitSetData
0baaecb0 TftCraftingCelebrationViewController
aeda4e3a TftCraftingDialogViewController
70fbfc5e TftCraftingViewController
28b2b2ea TftCurrency
cc217f06 TftCurrencyWidget
87e99ac8 TftCurveTheDifferenceHeightSolver
055937f1 TftCustomAnnouncementData
8e3f13b5 TftCutscene
e6a020e3 TftCutsceneAcceleratingMissileClip
f782014f TftCutsceneAction
e5a3f543 TftCutsceneAddMapProp
50d6a6a6 TftCutsceneAnimClip
887ad483 TftCutsceneArenaIntroAllPlayersInitializer
000b4a96 TftCutsceneArenaIntroInitializer
d08c4ee6 TftCutsceneArenaLocatorInitializer
9adef772 TftCutsceneAttachClip
1154a01a TftCutsceneBasePostFxClip
2caa513c TftCutsceneBeamVfxClip
e4b9896b TftCutsceneCamLerpClip
9556e548 TftCutsceneCamOverrideEntry
a783839d TftCutsceneCamSfxClip
5d565716 TftCutsceneCamVfxClip
9f7b9eda TftCutsceneCinematicBarsClip
a403698b TftCutsceneClip
d354a240 TftCutsceneColorFxClip
5de83b03 TftCutsceneEntry
0a94138b TftCutsceneFinisherInitializer
b562b17e TftCutsceneHidePlayerClip
618b992b TftCutsceneInitializer
9e76f90d TftCutsceneInputClip
146f4f53 TftCutsceneLegacyCamClip
40b8b1ef TftCutsceneMapPropAnimClip
cee56575 TftCutsceneMissileClip
f956a163 TftCutsceneObjSfxClip
cb76135c TftCutsceneObjVfxClip
61dcaf9a TftCutscenePosProviderVfxClip
59aa33fd TftCutscenePosVfxClip
9d97d657 TftCutscenePositionProvider
bccc2bbf TftCutscenePostFxClip
e715ebeb TftCutsceneProxy
ba90650d TftCutsceneProxyClip
b35dd689 TftCutsceneReportBone
374333df TftCutsceneScaleClip
cd7f39fa TftCutsceneSetPositionAction
ef05493e TftCutsceneTftCamClip
b1263a29 TftCutsceneUiToggleClip
43a0ca69 TftCutsceneVfxClip
a2f62fa1 TftDamageFxContainer
0b6e2a19 TftDamageSkinCeremony
d6ff2a28 TftDamageSkinDescriptor
cc3ae8e4 TftDragDropGroupProperty
bce5fa3e TftDropRateSlot
f260c3ae TftDropRateTable
f2a4458b TftDropRates
62ff42f4 TftEffectAmount
84972e16 TftEncounterData
a8722702 TftEncounterList
e55f21a9 TftEncounterPanelViewController
b2bf2c82 TftEncounterSlotData
7ed069aa TftEventHubXsViewController
a48aca10 TftEventTimer
ec7cb61d TftFinisherCutscene
8f85e859 TftFinisherData
2d2b5973 TftFinisherPlayerProxyClient
06aa8d21 TftFloatingInfoBarViewController
ad6892df TftGameHeaderViewController
d1fd3185 TftGameStartLabFields
b9cf2414 TftGameStartSequence
583fe96c TftGameStartSequenceScene
26a20176 TftGameStartSequenceSimple
a4036762 TftGameStartSequenceSimpleEvent
7fa75f35 TftGameStartSequenceSimpleObject
a9580c30 TftGameStartSequenceTurbo
9467beee TftGameStartSequenceTutorial
13f6b804 TftGameStartViewController
ebec7251 TftGravityHeightSolver
0c82f0d9 TftHeightSolverType
3604b3e3 TftHexToRangeTranslation
93270e1b TftHintMessageData
5b5667ce TftHintUiData
5babc270 TftHintVfxData
803f8c9d TftHudColorData
55cb8ac2 TftHudExpBar
4c7c2212 TftHudStreakUi
5059f9b6 TftHudTraitUnitPortraitSection
520608f3 TftHudTraitUnitSlotBorders
baddec44 TftHudTraitUnitSlotData
486fc5cf TftHudUnitShopDropRate
5fb6e936 TftInfoNubData
b5e27400 TftItemCodexHeaderData
1be092ec TftItemCodexViewEntryData
d69e33ae TftItemCombineTooltipData
65c2c560 TftItemComposition
d186c31a TftItemData
02fa2826 TftItemSlotDisplayTemplate
b2c5db9d TftLobbyCustomAssets
2f42ce27 TftLobbyCustomButtonPopupViewController
80808160 TftMapCharacterData
ae83d1c0 TftMapCharacterList
0db03ead TftMapCharacterRecordData
9e2461e1 TftMapCharacterSkinData
851d819c TftMapGroupData
8267ef4e TftMapItemData
0c35fd9a TftMapItemList
ccb4aa8a TftMapModeData
a0ce6603 TftMapSetData
1ad8a401 TftMapShopData
a2d042b0 TftMapSkin
a4281f51 TftMapTraitContributionData
b0ca221b TftMapTraitData
d6a99b5b TftMapTraitList
357e4d22 TftMapTransitionPositions
11e0e3ca TftMatchupBannerUiContainer
222662c1 TftMissionList
dce41aec TftMobileLoginButtonData
2339b9f8 TftMobileLoginData
a6e3bf67 TftMobileLoginQueueData
a30c7694 TftOptionsViewController
6331ea73 TftOutOfGameItemData
2088c90c TftPassAsset
32d26743 TftPassCurrencyInfo
57aaa28c TftPassData
3658e05a TftPassLevel
f083449f TftPassRepeatInfo
8b52a39e TftPassRewardBase
adbd2900 TftPassRewardCurrency
de452e62 TftPassRewardEntitlement
9ad75125 TftPassRewardLoadoutData
e8ee618e TftPassRewardLootItem
b6e7e6e8 TftPassWelcomeData
255770b2 TftPlaybook
eeba7343 TftPlayerPlacementDynamicMaterialFloatDriver
8df47daa TftRegalia
94205387 TftRequiredUnitProperty
a3992fd9 TftRotationalShopItemData
fda84d3f TftScoreboardDelays
364f1782 TftScoreboardNotificationTemplate
90347ed8 TftScoreboardPlayerTemplate
