811c9dc5 
340ca71c 1
846c2d0d Spell4_Short_OUT_toIdle
5ab27e90 Spell4_Shot1_out
68ac3215 Spell4_Shot2_out
dcb05eeb Spell4_Shot4_out
8e2eaa50 Spell4_Spell1_-179
652a27d4 Spell4_Spell1_-90
72f0f516 Spell4_Spell1_0
8d981c39 Spell4_Spell1_179
8d686ae3 Spell4_Spell1_90
e1c1ec04 Spell4_Spell1_Attack_To_Run
aa2da854 Spell4_Spell1_Idle
efff39ac Spell4_Spell1_Intro
3a30fdb9 Spell4_Spell1_Outro
3a11521b Spell4_Spell1_Walk
f8a89250 Spell4_Spell2
f9a893e3 Spell4_Spell3
ad6ccbd0 Spell4_Spin
aac15fb4 Spell4_Start
440e12f0 Spell4_Stop
55e28fc2 Spell4_Strike
a8e4cf99 Spell4_TRANSA
a5e4cae0 Spell4_TRANSB
a6e4cc73 Spell4_TRANSC
19217d90 Spell4_Throw2Idle
b83b5237 Spell4_ToIdle
7af345ae Spell4_ToRun
d03230fa Spell4_To_Dash
73e77aec Spell4_To_Idle
bf6c35fb Spell4_To_Run
ef9722b9 Spell4_To_Run-179
168b5a63 Spell4_To_Run-90
2258ae91 Spell4_To_Run0
06488116 Spell4_To_Run179
3c846762 Spell4_To_Run90
40470e67 Spell4_Todashing
aae41644 Spell4_Torunfast
37ea55c2 Spell4_Trans
e51aaccd Spell4_Unburrowed
476afcd5 Spell4_Up
dd8094d4 Spell4_Upper
d5bbabad Spell4_W
4b07ae2e Spell4_Winddown
34edfa7b Spell4_Windup
116ccb5a Spell4_activate_to_idle
84f6b79d Spell4_activate_to_run
c284d84d Spell4_end_to_walk
f22cee64 Spell4_hit_Gloves
35a74683 Spell4_mode_IN
8e285850 Spell4_mode_OUT
5c36d134 Spell4_to_Spell2Idle
e36d00c3 Spell4_to_Spell2Run
e8c49ebf Spell4a_Hair
a6a0e3bc Spell4a_In
7f834609 Spell4a_Out
fb74f5ec Spell4b_Hair
b6f63eb4 Spell5
72e8de0a Spell5Loop
8a99a278 Spell5_Channel
c07adf18 Spell5start
b9f6436d Spell6
8ec1e786 Spell6_To_Idle
ac7db0d9 Spell6_To_Run
7884bf11 Spell6_Windup
e00159cc Spell7_Windup
9d3a8263 Spell7_Windup_FL
9b3a7f3d Spell7_Windup_FR
a6632ddf Spell7_Windup_L
bc635081 Spell7_Windup_R
aaf62bd0 Spell9
62f5ba78 SpellA
1a8295df SpellADRatio
107f7eb9 SpellAPDamage
a1c5caae SpellA_Toidle
d0f7b6b3 SpellArmorRatio
f4b93211 SpellAttack
6289ed19 SpellAttack2
6fb207c5 SpellAttackBig
65f5bf31 SpellB
84dbb1b9 SpellB2
83dbb026 SpellB3
bd99d5c5 SpellBaseDamage
acc9d871 SpellBeard
b0472513 SpellBladeManaRefundRatio
b8398617 SpellBuffCast
bdca5365 SpellBuffReceive
6c35b1d0 SpellBuffRemove
362e4fca SpellCast
8b48bcb4 SpellCdr
51016e45 SpellCharge
8bbe8444 SpellDamage
66f5c0c4 SpellE
71f19a8e SpellEnd
b36ab16e SpellHit
674255fb SpellHitAD
bec0368a SpellIn
cf586424 SpellLevelUp
7c039109 SpellMRRatio
c207a39e SpellMantraRefund
dbebafb1 SpellMaxAmp
303319ae SpellMaxAmpRanged
0932f196 SpellNormal
c25e30c3 SpellOut
6c389324 SpellOutro
92fc1b6e SpellQ2
c9f34916 SpellRange
c498838d SpellRangeTooltip
c8f68156 SpellRun
a2b76524 SpellShieldDuration
b0bde625 SpellSpin
7ca7cc01 SpellTest
d664b00a SpellToIdle
78f5dd1a SpellW
c2e7ba8f SpellWinddown
51db1a45 Spell_AoE
6cfb72f4 Spell_Ascend
121e3dee Spell_Attack
649b660d Spell_Attack1
619b6154 Spell_Attack2
df5c7941 Spell_BACK
b9352dff Spell_BASE
32a5ff18 Spell_Bite
c5e59122 Spell_Bounce
bfd60871 Spell_Cast
b6de1673 Spell_CastOver
dcac69c7 Spell_Cast_Base
287b62d2 Spell_Charge
60816d32 Spell_Dash
fff26f29 Spell_Dash_Out
17b8b8b0 Spell_Descend
1938ebfb Spell_East
f2fb5c88 Spell_Empowered
232acdcf Spell_End
2ab80bb4 Spell_Enter
c9f11201 Spell_Execute_Outro
ee8de2e1 Spell_Finale
69ecd7d4 Spell_Fire_Hook
abea8149 Spell_Follow_Slide_ToIdle
d502ff4b Spell_Gun_Idle
1ab01524 Spell_Heal
591ff053 Spell_Hit
dfe1707b Spell_Hit_ToIdle
a476ff14 Spell_Idle
0ec457ed Spell_In
4ac0486c Spell_Intro
821bfd3b Spell_Knockup
0e5bf011 Spell_LNG
a229290d Spell_Landing
2e914a61 Spell_Landing_ToIdle
f7daf0ec Spell_Landing_ToRun
ae67e86c Spell_Leap
ea92ca67 Spell_Leap1
eb92cbfa Spell_Leap2
ec92cd8d Spell_Leap3
e592c288 Spell_Leap4
667e3c00 Spell_Loop
8ab8c2b6 Spell_Loop2
a645486a Spell_Melee
22ca0679 Spell_N2a
91c881ad Spell_North
a2edf5d6 Spell_Out
94f20c79 Spell_Outro
cf67be39 Spell_Pull
88502698 Spell_Pull1
8b502b51 Spell_Pull2
4498ea4d Spell_Roll
007ddf23 Spell_Run
3a7fe42d Spell_Settle
524755e1 Spell_Shoot
6583c419 Spell_Shuriken_ToIdle
a9fd1759 Spell_Shuriken_Toss
7eb6a41e Spell_Snip
c07b2b67 Spell_South
f5f7c54a Spell_Spin
d468b99a Spell_Stab
4eb40f3a Spell_Start
815ee868 Spell_Strike
97615f3a Spell_Strike_Hit
7363220c Spell_Strike_Hit_ToIdle
459718cf Spell_Strike_Start
4a35af1a Spell_Strike_Startup
1da97cbe Spell_Strike_ToIdle
ff37b4ef Spell_Suspended
6015764f Spell_Swing_Idle
56e499ff Spell_Swing_Shooting_-180
efc87475 Spell_Swing_Shooting_-90
04d7c1c3 Spell_Swing_Shooting_0
2511ac78 Spell_Swing_Shooting_180
9cb7aa68 Spell_Swing_Shooting_90
98e4c192 Spell_Throw
531cd399 Spell_Throw1
501ccee0 Spell_Throw2
511cd073 Spell_Throw3
a0bcb014 Spell_Throw_ToIdle
1bf70c55 Spell_Throw_To_Idle
c4c6dac5 Spell_ToIdle
6a2bd6d0 Spell_ToRun
bf685642 Spell_To_Run_Homeguard
884ec2d9 Spell_West
a062993d Spell_Windup
5f89e860 Spellattack1
e4ac0d3d Spellbig
b6d79231 Spellbig_ToIdle
81be819b SpellbladeADRatio
15ce57c0 SpellbladeDamage
c7110b66 SpellbladeMultiplier
41c94883 Spellfast
74f5d6ce Spells
840c9409 Spellshot
b5d3954a SpellshotToIdle
7845f61e SpellswordAPPerAttack
67741d01 Spellvamp
fb7b70c7 Spellwolfout
50d17486 SphereFX
e87a51c6 Spheres_Mesh1
e77a5033 Spheres_Mesh2
e67a4ea0 Spheres_Mesh3
ed7a59a5 Spheres_Mesh4
ec7a5812 Spheres_Mesh5
eb7a567f Spheres_Mesh6
69185f08 Spider
e0af4ae9 SpiderFace
bf8f2fdf SpiderTotalDamage
c60a160e SpiderWeb
ba42184a Spiderling1_MAT
38173260 Spiderling1_Root
3f809885 Spiderling2_Head
e959ead3 Spiderling2_MAT
8f7e0d16 Spiderling2_R_Leg1_2
04a87263 Spiderling2_Root
f188d63c Spiderling3_MAT
e245de02 Spiderling3_Root
7c226964 SpiderlingAPRatio
f10ee614 SpiderlingBaseDamage
875bf2cb SpiderlingTotalDamage
d82bd4ac Spike1
db2bd965 Spike2
1a2c3c92 Spikes
3234fb55 SpikesNumSpikes
b5957fd1 SpikesPercentHeal
d7b8d2e2 Spikes_A
d6b8d14f Spikes_B
6efe758b Spikes_MAT
f92c8aee Spiky_Body
0914d819 Spin
73d046f8 Spin1
76d04bb1 Spin2
a1f3f934 SpinCover
ac0b3494 SpinDamage
6abad9b9 SpinDuration
b6ea4177 SpinLoop
9057ebbf SpinPercentAttackDamage
d33f1f07 Spin_Into_Flight
c7e0ee15 Spin_Into_Spin2
c7d0cb34 Spine
d56b7b5a Spine02
d46db85e Spine15
552f7348 Spine1_Wil
63950ffb Spine1_Wraith
93af9a72 Spine2
d2428d28 Spine2_Ground
94af9c05 Spine3
4be7e701 Spine3_Ground
c61461be Spine3_SKN
4f27ca56 SpineMid
22128bb3 Spine_02
21128a20 Spine_03
27129392 Spine_05
261291ff Spine_06
cf7044ab Spine_Armor1
d070463e Spine_Armor2
d17047d1 Spine_Armor3
d2704964 Spine_Armor4
d3704af7 Spine_Armor5
9669e25b Spine_H
b3c494ce Spine_Lower
ab8e7a39 Spine_Root
3ad00784 SpinningShuriken
50a938a5 SpinsTooltip
63b53646 SpiralFX
d647589b Spirit1
85cf7dc6 Spirit1_L_SpiritWisp_Foot_end
789d9d89 Spirit1_L_SpiritWisp_Hip
d7475a2e Spirit2
460b2b1f Spirit2_L_SpiritWisp_Foot_end
141949be Spirit2_L_SpiritWisp_Hip
d8475bc1 Spirit3
d3e6ff0f Spirit3_L_SpiritWisp_Hip
7113a8ce Spirit3_R_SpiritWisp_Foot_end
c3436f20 SpiritBlossom_Design_Base
e4c92b0d SpiritBlossom_Design_Base_2
e3c9297a SpiritBlossom_Design_Base_3
3076bc18 SpiritDuration
db4a171f SpiritRealmDuration
94a368c7 SpiritWisp
f33e3b42 SpiritWisp1
f23e39af SpiritWisp2
f13e381c SpiritWisp3
9a6fc03d SpiritWorldAH
6b36bf0a Spirit_01
6a36bd77 Spirit_02
fe779155 Spirit_Animal_Agro_01
5b22db46 Spirit_Chest
367448d2 Spirit_L_Badger_Head
1a71045a Spirit_L_Spirit_Root
b50db7a7 Spirit_L_Wrist
3e53a6e8 Spirit_R_Badger_Head
77d7fec8 Spirit_R_Spirit_Root
1f14fabb Spit
2d2c833a SpitDamage
83f8c077 Spitfire
7e8e2bd2 SpittleVfx
96e31366 Splash
de7771f5 Splash1
580453eb SplashBase
d3818ec3 SplashDamage
216f509f SplashDamageADPercent
91622a61 SplashDmgPct
0c722fd5 SplashHPRatio
2aa4373f SplashPercent
1f7858a2 SplashTrail
57987fee SplashVfx
06e00a37 Spline1
07e00bca Spline2
5c59e0ac SplitBottom
4d46a500 SplitLocalGold
c0dbecfa SplitTop
93996027 SpoilsOfWarVFXv3
4a8d86a7 Spotlight
2d6014ba Spout
3b96486a Spray
3c1fd293 SprayCan1
3d1fd426 SprayCan2
4d54ded7 SprayCanGlass1
4e54e06a SprayCanGlass2
97d6e1d6 SprayDuration
273e11a6 Spraypaint
4d1fc844 SpreadTargets
8b5594ef SpreadTimer
70e10108 SpringJoint
558b834b Spring_Banner
a646583d Spring_L_Fingers1
e4003394 Spring_Pixie
1d26b70f Spring_Pole
ffaf7be3 Spring_Spine1
c0a2b47c Sqr_Spine1
262d1ffe SquallDamage
cbff437b SqueakyToy_MAT
3c2f180d Squint
6ab60598 Sru_Crab_Base_Passive_Shell_Crack
7a758433 Sru_Crab_Base_Passive_Shell_Glow
b9605c5d Sru_Crab_Skin05_Z_Dash
584d656f Sru_Snail_BA_BigGlow
0ca42dd5 Sru_Snail_BA_Glow
32d8098c StabDamage
a6abd0d6 StaccatoDamage
9396f00d StackCap
4ecade4a StackCooldown
c89f29ce StackDamage
b61b0e30 StackDamageMax
64f1bb9b StackDuration
a29511ea StackLimit
98ef15c1 StackMult
d78308b4 StackValue
5c0ca0be Stacked
b3b8f644 StackingAD
bfb90928 StackingAP
c2b90de1 StackingAS
ab1d5674 StackingDamage
92061c1f StackingExecuteThreshold
d5032a3e StackingMana
f3bea264 StackingOmnivamp
b92af706 StackingRegen
da858795 StackingResistances
cb9689ca StackingSP
0c8ca5d0 StacksPerAssist
1ea4eaf3 StacksPerAttack
7671c824 StacksPerCast
81957c03 StacksPerProc
17ddc4f4 StacksPerTakedown
675ca4d1 Staff
ad8eb9b8 StaffGlow
09e3855f StaffLoop
4987c2f1 Staff_A
4687be38 Staff_B
ce809707 Staff_Glow
24005e6f Staff_Ground_Hit
07053633 Staff_Hex
1e673c40 Staff_Scale
043aee4d Staff_Top
a086c841 Staff_Top_Ult
885a9a2d Stage
c2a09a14 Stage1
c5a09ecd Stage2
85778578 Stage2Damage
c4a09d3a Stage3
ba1a01d7 Stage3Damage
bfa0955b Stage4
999c56da Stage4Damage
d5e0f4a9 Stage5Damage
ef09e86c Stage6Damage
948b5cab StageNum
70b05064 StageSubmesh
3b602159 StageSwitch
20569db9 StageThreeGold
788852bc Stage_Mat
989c0cd4 Stage_mid
a7d8116b Stage_up
f2a14c97 Stair_Mat
ffd47faf Stairs
e11d636e Stakes
6244980c Stalk
6169c71a Stamen1
75493323 Stand
e43bb0e6 StandA
e5199643 StandsA
d13b2f71 Star
194d7346 Star01
4c528979 Star01_Jnt
184d71b3 Star02
5484fa68 Star02_Jnt
174d7020 Star03
49b8655f Star03_Jnt
9fc107cc Star06_Jnt
8ba969f3 Star07_Jnt
6b6293fa Star08_Jnt
a02b61c0 Star1
144b2cd0 Star10
154b2e63 Star11
164b2ff6 Star12
a32b6679 Star2
a22b64e6 Star3
a52b699f Star4
a42b680c Star5
a72b6cc5 Star6
a62b6b32 Star7
a92b6feb Star8
a82b6e58 Star9
199e269c StarDamage
8e4287bb StarForm
7bdc2d28 StarGuardianFrog
5dacb280 StarGuardianLighting_StarGuardian
24d22a40 StarSquish
291e2e41 Star_1
2b831be3 Star_10
2a831a50 Star_11
2d831f09 Star_12
2c831d76 Star_13
2f83222f Star_14
261e2988 Star_2
271e2b1b Star_3
2c1e32fa Star_4
2d1e348d Star_5
2a1e2fd4 Star_6
2b1e3167 Star_7
201e2016 Star_8
211e21a9 Star_9
d91db051 Star_A
d61dab98 Star_B
ae9ddeff Star_Center
2671059b Starlight
2debea9e Starlight1
652b04df Start
104885ae StartDamage
698f508f StartHide
90e613ad StartOfCombatDRPercent
d86a4c5d StartRound
664da10b StartStage
9c6a27a4 StartingAD
a86a3a88 StartingAP
7de776dd StartingActiveItemAH
616acdd6 StartingAttacks
c5aeb275 StartingBaseDamage
0df00397 StartingBonusMana
fa37db04 StartingCDR
7ff3e71c StartingCost
d98fc07c StartingEmblems
23128e69 StartingGravity
8da8785b StartingHealth
d7c784e1 StartingHealthHR
b35fbe7d StartingMS
36c17bb0 StartingOOCMS
6846cdc4 StartingOmnivamp
94ad0ac7 StartingRadius
ad68ce80 StartingStacks
3b02d815 StartingUltAH
1f8ec3d3 StartingUltCDR
53071953 Starting_Run
c425872e StasisDuration
1827b4b0 StatGain
87812713 StatGain1
888128a6 StatGain2
0cb57e3e StatGainMax
feca82ec StatGainMin
89626cbc StatIncreasePercent
09b7d38c StatMultiplier
db94e296 StatOmnivamp
92c2d0ac StatPercent
5a90ca87 StatStealModifier
207b60fb StatStealPercent
f362a6cc StatValuePerSoul
fc72ef45 State1
f972ea8c State2
fa72ec1f State3
6eebcd52 StatikkShiv_Beam
8ccfc29d StatikkShiv_Beam_Evo
00f4f07f StatikkShiv_Impact
9554d06c StatikkShiv_Impact_Evo
8955ac0b StationarySpell
6a311cec Stats
d63231c3 StatsPerKill
f04f7b5c StatsPerTakedown
a84b5b99 Statue
f694bccb StatueDamagePct
3814e106 Statue_Root
140aaa65 Steak
90c9a44c SteakA
93c9a905 SteakB
4d770ed6 StealFloor
b1442c34 StealthDuration
a7a564b4 StealthEvent
8e885e10 StealthMS
961dcdde Stealth_Idle01_IN_Slow
d7c684ec Stealth_Run_Haste_Transition
e414ec31 Stem3
e369cfc7 Steps01
df8197f6 StepsToGain
e8e87d47 Stick
e6ec1fae StickUlt
0a876116 Stomach
cae6c791 Stone1
c44a9c67 Stone1_Up
c7e6c2d8 Stone2
14f240e0 Stone2_Up
c8e6c46b Stone3
72f7936e Stone3_Low
f30624a1 Stone3_Up
cde6cc4a Stone4
7738535a Stone4_Up
cee6cddd Stone5
16a1a3dc Stone5_Low
fc8beb1b Stone5_Up
cbe6c924 Stone6
8c7e8424 Stone6_Up
cce6cab7 Stone7
1221cdc5 Stone7_Up
1b801b4e Stone8_Up
a0d3b30f Stone9_Up
6cd4d7ae StoneAltar
f20f6f4d StoneAltar1
a97d218b StoneBuffDuration
81d8e625 StoneCapstoneHeal
fafacd08 StoneDamageReduction
e12f7b44 Stone_01
e42f7ffd Stone_02
e32f7e6a Stone_03
de2f768b Stone_04
dd2f74f8 Stone_05
74ee2e7a Stone_A
73ee2ce7 Stone_B
9b16d38c Stool
cb532ae5 Stop
aa44e49a StopTurn
9372d7eb StopwatchGroup
bfe7af96 Storm
1db5685a StormAPRatio
37aece3a StormBaseDamage
ac8c83f3 StormDamage
1156129a StormDuration
36d60ed3 Storm_Body
ee07797c Straw
956fbc2a Strawberry2
167169e2 Strawberry_AnimaSquad_Card
32529b19 Strawberry_AugmentSelection_InWorld_Ceremony
afebc067 Strawberry_Augment_Calamity_Explosion
bcc5feb1 Strawberry_Boss_Belveth_Z_Spike
0607a80d Strawberry_Boss_Briar_Z_MissileGrid_Mis
ea68cf73 Strawberry_Boss_RekSai_Tunnel
34211a25 Strawberry_Buff_MaxedAnimaPower
0b881754 Strawberry_Buff_MaxedRifts
553b19f1 Strawberry_CheaterFound
a7a98148 Strawberry_CinematicBars
6edbb531 Strawberry_CircleShot_Mis
1d1b0051 Strawberry_Confetti
b5f0b8b7 Strawberry_DefeatScreen_Background
da26d44c Strawberry_Destructible_MetalBox_Explosion
b6f7262b Strawberry_Destructible_MetalBox_Idle_01
4f18779c Strawberry_Destructible_MetalBox_Spawn
03e6854b Strawberry_DottedLine
c9fbbc28 Strawberry_Downed_Revive
90eb4994 Strawberry_Drop_Card_Pickup
32987c72 Strawberry_Drop_Health_Heal
b8079116 Strawberry_Drop_XP_High
9a0fdadd Strawberry_Drop_XP_High_Missile
195fb513 Strawberry_Drop_XP_High_Pickup
60c72402 Strawberry_Drop_XP_Missile
50293832 Strawberry_Drop_XP_Pickup
8cbd8f0c Strawberry_Drop_XP_T2
e8623d37 Strawberry_Drop_XP_T2_Missile
8dbd909f Strawberry_Drop_XP_T3
d1d85e58 Strawberry_Drop_XP_T3_Missile
39003d84 Strawberry_Elite_Glow
29263d2b Strawberry_Elite_MissileFast_Glow
dd7a746a Strawberry_Elite_MissileSlow_Glow
06ea2861 Strawberry_Elite_Zone_Glow
bc0153fa Strawberry_Enemy_Death
7994e8e0 Strawberry_Enemy_Exploder_Detector_Explosion
0f077ddd Strawberry_Enemy_Hit
a1e089b6 Strawberry_Enemy_PoisonZone
f51f7664 Strawberry_Enemy_PoisonZone_Cast
4e382c55 Strawberry_Event_LootChonklin_GoldShower
8896ed5c Strawberry_Event_LootChonklin_HealthBar
27abc4b7 Strawberry_Event_LootChonklin_Idle
2c39726d Strawberry_Event_LootChonklin_Idle_CoinChild
287bed98 Strawberry_Event_LootChonklin_OnHit_Gold
a5fd2222 Strawberry_FakeVictoryScreen
1428bcee Strawberry_FireStrike_Zone
19e730da Strawberry_FireStrike_Zone_Evolved
35fcbeee Strawberry_Firestrike_Child
f9c136f0 Strawberry_FruitEasterEgg
db64b8ec Strawberry_Illaoi_Base_Q_Tentacle_Spawn
cd865535 Strawberry_Illaoi_Base_Q_Tentacle_Spawn_Upgraded
b1b30777 Strawberry_InstaKillShockwave
6717a082 Strawberry_ItemToBuy_GroundIndicator
d3396ab0 Strawberry_ItemToBuy_Stat_AP
9ac1e3e8 Strawberry_ItemToBuy_Stat_Armor
447ec4ec Strawberry_ItemToBuy_Stat_Cooldown
e5eb690f Strawberry_ItemToBuy_Stat_MaxHealth
bb03902b Strawberry_ItemToBuy_Stat_MoveSpeed
ef0a5e3d Strawberry_ItemToBuy_Stat_ProjectileCount
3c22cb19 Strawberry_ItemToBuy_Weapon_HollowRadiance
1bfcae14 Strawberry_ItemToBuy_Weapon_HolyBauble
50a4e552 Strawberry_ItemToBuy_Weapon_SpikeBall
441b40ce Strawberry_MapA_Bird
70db23ff Strawberry_MapA_Fish_Sea
b16f028c Strawberry_MapA_Fountain_Nova
142b338f Strawberry_MapA_Foutain_Idle_OnCD
7839b2ed Strawberry_MapA_SeaFoam
e64e8dc0 Strawberry_MapA_SeaFoam_02
e74e8f53 Strawberry_MapA_SeaFoam_03
ec4e9732 Strawberry_MapA_SeaFoam_04
a5ee83f0 Strawberry_MapA_ShoreLine_03
b46fc9d5 Strawberry_MapA_ShoreLines
9230de28 Strawberry_MapA_ShoreLines_02
9ee8c77b Strawberry_MapA_Tunnel_Break
5f857566 Strawberry_MapA_Vent_Fan_Smoke
1dd12d3a Strawberry_MapA_Vent_Smoke_01
1cd12ba7 Strawberry_MapA_Vent_Smoke_02
1bd12a14 Strawberry_MapA_Vent_Smoke_03
206f0e54 Strawberry_MapA_Water
0e402800 Strawberry_MapA_Wave
21dff1b5 Strawberry_MapB_Cannon_ChargeArea
5d9c18b9 Strawberry_MapB_Cannon_ChargeShape
bd4a7656 Strawberry_MapB_FuelCell
6e958717 Strawberry_MapB_FuelCell_Overhead
e2757bbd Strawberry_MapB_Turret_Activation
a6eb484e Strawberry_MapB_Turret_I_ActiveGlow
58049642 Strawberry_MapB_Turret_Timer
7f1a9616 Strawberry_MapB_Vent_Fan_Smokes
5a6e5d37 Strawberry_MapBoss_EnrageActivation
75b19ba7 Strawberry_MapBoss_Enrage_FinalExplosion
171d21c4 Strawberry_MapBoss_Enrage_FinalExplosion_Charge
3a78e1d9 Strawberry_MapBoss_Enraged
06094454 Strawberry_MapBoss_Healthbar
c356900f Strawberry_MapC_BossSpawn_MapWide
c34904d7 Strawberry_MapC_Cannel_AddEdge
5cf56a6d Strawberry_MapC_Cinematic_HelicopterDrop
b0a9406d Strawberry_MapC_Coral_HealNova
2866a979 Strawberry_MapC_FallingDebris_Explosion
55ac2d2a Strawberry_MapC_FallingDebris_Warning
99e9e6c6 Strawberry_MapC_Freezer_Activated_MapEffect
502448ed Strawberry_MapC_Freezer_Activation_Timer
4833574b Strawberry_MapC_Freezer_Child
00180413 Strawberry_MapC_Freezer_FreezeBreak
13e622b5 Strawberry_MapC_Freezer_Frozen
7cffe591 Strawberry_MapC_Freezer_Idle_Available
31d2a318 Strawberry_MapC_Freezer_Idle_Recharging
675156c8 Strawberry_MapC_Freezer_Range
e36dc350 Strawberry_MapC_LaserConnect
86d7f328 Strawberry_MapC_LaserGrid_Beam
1fe79247 Strawberry_MapC_MinionTransform
dbc47824 Strawberry_MapC_MinionTransform_Charge
cba51842 Strawberry_MapC_Tank_02
cca519d5 Strawberry_MapC_Tank_03
c5a50ed0 Strawberry_MapC_Tank_04
7d8d9003 Strawberry_MapD_AatroxPillar_MovementRestriction_Range
f43f7a78 Strawberry_MapD_CloudCover
67515373 Strawberry_MapD_ExtraShipPath_1
7a32362b Strawberry_MapD_Extra_Ship_OnFire
4d4b13df Strawberry_MapD_Fish_Ocean
4b0bf683 Strawberry_MapD_LaserGrid_Beam
5149fe1d Strawberry_MapD_LightningStrike_Charge
4b8a1ff3 Strawberry_MapD_LightningStrike_Impact
98f44284 Strawberry_MapD_MFPath_1
9bf4473d Strawberry_MapD_MFPath_2
9af445aa Strawberry_MapD_MFPath_3
90ac50fb Strawberry_MapD_MFShip_BombardmentGroundExplosion
d2a138c0 Strawberry_MapD_MFShip_FirePool_Burning
46ebe71f Strawberry_MapD_MFShip_SmallFirePool
27bfa29c Strawberry_MapD_MF_CrashedPlane
6ccd8a82 Strawberry_MapD_MF_Ship
0aa4fe70 Strawberry_MapD_MF_Ship_CrashGroundExplosion
14a66fec Strawberry_MapD_MF_Ship_Eject
74bda839 Strawberry_MapD_MF_Ship_Eject_Child
61760379 Strawberry_MapD_MF_Ship_Eject_Parent
876ee076 Strawberry_MapD_MF_Ship_OnFire
84341cb8 Strawberry_MapD_Pillar_Break
e723095a Strawberry_MapD_SeaFoam
f0140756 Strawberry_MapD_ShallowPool_1
ef1405c3 Strawberry_MapD_ShallowPool_2
ee140430 Strawberry_MapD_ShallowPool_3
f5140f35 Strawberry_MapD_ShallowPool_4
f4140da2 Strawberry_MapD_ShallowPool_5
a773f608 Strawberry_MapD_ShoreLines
75eb22d7 Strawberry_MapD_Shorelines_02
74eb2144 Strawberry_MapD_Shorelines_03
73eb1fb1 Strawberry_MapD_Shorelines_04
009541cd Strawberry_MapD_SideShip_1
fd953d14 Strawberry_MapD_SideShip_2
fe953ea7 Strawberry_MapD_SideShip_3
fb9539ee Strawberry_MapD_SideShip_4
fc953b81 Strawberry_MapD_SideShip_5
a6718289 Strawberry_MapD_TidalWave
13f69170 Strawberry_MapD_Vent_Fan_Smokes
9a183646 Strawberry_MapWide_FullDark
683d2d8f Strawberry_MiniBoss_HealthBar
b3a63b18 Strawberry_MiniBoss_Shooter_Base_Mouth
5a7cebb1 Strawberry_NPC_MissFortune_Skin31_E_Cas_Mis_Child
52efbe67 Strawberry_NPC_MissFortune_Skin31_E_Mis_Child
36668a8e Strawberry_NPC_MissFortune_Skin31_E_Mis_Child_02
0e4be253 Strawberry_NPC_MissFortune_Skin31_Emote_Carrot_PopsUp
b390da3a Strawberry_NPC_MissFortune_Skin31_Emote_Dance_BunnyA_Trail
e4c7764d Strawberry_NPC_MissFortune_Skin31_Emote_Dance_Bunny_Trail_Sparkles
46f624c1 Strawberry_NPC_MissFortune_Skin31_Emote_Dance_Ground
34908ba7 Strawberry_NPC_MissFortune_Skin31_Emote_Dance_MF_Jump_Dust
fc81aaf9 Strawberry_NPC_MissFortune_Skin31_Emote_Dance_MF_Step_Dust
cbdb7792 Strawberry_NPC_MissFortune_Skin31_Emote_Dance_Musical_Notes
348442f6 Strawberry_NPC_MissFortune_Skin31_Emote_Dance_StageLights_Ground_Glow_Child
01a0ea14 Strawberry_NPC_MissFortune_Skin31_Emote_Dance_Stage_Lights
2538502d Strawberry_NPC_MissFortune_Skin31_Emote_Homeguard_Step_Ground
a78c1977 Strawberry_NPC_MissFortune_Skin31_Emote_Joke_Bunny_Hang
afeb50f4 Strawberry_NPC_MissFortune_Skin31_Emote_Joke_Bunny_Jump_Dust
d3d1166a Strawberry_NPC_MissFortune_Skin31_Emote_Joke_MF_Heart
1ea9ca98 Strawberry_NPC_MissFortune_Skin31_Emote_Respawn_Catch_Guns
0ab6d935 Strawberry_NPC_MissFortune_Skin31_Emote_Taunt_MF_V
056fc684 Strawberry_NPC_MissFortune_Skin31_Emote_Taunt_MF_V_2
37562794 Strawberry_NPC_MissFortune_Skin31_Idle_Gun_Glow
dd66fdf7 Strawberry_NPC_MissFortune_Skin31_Idle_Hairband_Glow
02811090 Strawberry_NPC_MissFortune_Skin31_Idle_L_Bunny_Tail_Glow
34a8421a Strawberry_NPC_MissFortune_Skin31_Idle_R_Bunny_Tail_Glow
83ecd4b6 Strawberry_NPC_MissFortune_Skin31_Idle_Weapon_Muzzle_Glow
1b3af702 Strawberry_NPC_MissFortune_Skin31_R_Cas_Ground_Dust
66e9ebfc Strawberry_NPC_MissFortune_Skin31_W_Bunny_Glow_Child
e473d9de Strawberry_NPC_MissFortune_Skin31_Z_Death
0913aeb1 Strawberry_NPC_MissFortune_Skin31_Z_Death_02
1fcc7e5f Strawberry_NPC_MissFortune_Skin31_Z_Recall_BigJelly_Portal
9991ef15 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Final_Pose_Heart
d53a75e6 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Final_Shoot
0bb8eba8 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Final_Shoot_Cas
bbc2ab15 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Ground
307d6c72 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Jelly_Glow
908094f2 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Jelly_Shoot
ed1a7bb8 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Jelly_Shoot_cast
